Ham,0.0975118
H,0.157509
Ine,0.19192
Lsq,0.253763
Par,0.592878
Psis,0.649479
Nsd,1.49457
Msd,2.04535
Rgar125,3.3564
Wrwg,4.535
Rgar187,5.33447
Gar125,6.07638
Wrcwg,6.61034
Wrug,7.70859
Gar187,9.7783
Are,11.507
Wrcug,11.9968
Ware,16.7764
Dware,20.2828
