Ham,0.103843
H,0.16366
Ine,0.196781
Lsq,0.264537
Par,0.608864
Psis,0.668029
Nsd,1.54238
Msd,2.11749
Rgar125,3.54112
Wrwg,4.52197
Rgar187,5.6351
Gar125,6.50003
Wrcwg,6.60104
Wrug,7.83321
Gar187,10.4267
Wrcug,12.3172
Are,12.4134
Ware,17.2649
Dware,21.6501
