Ham,1213.495138545
H,1995.728465952
Ine,2514.553739243
Lsq,3287.031305246
Par,7634.515854659
Psis,8363.347270692
Nsd,16727.497142261
Msd,22871.225382528
Wrwg,113087.788064943
Wrcwg,164351.470459129
Wrug,194440.289144784
Gar375,275053.553608575
Are,320167.486782339
Wrcug,343022.646581006
Ware,469238.238228904
Dware,579585.006791093
