Are 150 100 0.9987375794479755 0.001469111592329541 0 0 0.5386666666666666 10806.15506916
Bers 150 100 0.9982224276634518 0.0013859664505694634 0 0 0.3944 1.178671226497001e+06
Dware 150 100 0.9986893639717325 0.0010233328004811272 0 0 0.43093333333333333 20659.867512777
Gar112 150 100 0.9995119427530118 0.0006184783438959921 0 0 0.6631333333333334 10256.778395894
Gar75 150 100 0.998242730788035 0.004562504208378851 0 0 0.6227333333333334 6262.352015186
H 150 100 0.9994292368549712 0.0003816865704702837 0 0 0.5791333333333334 286.991807452
Ham 150 100 0.8333958664829544 0.18435414056598526 0 0 0.3347333333333333 144.353511481
Ine 150 100 0.9991151251166717 0.0007180745442357756 0 0 0.5035333333333334 343.402881114
Lsq 150 100 0.99934525090004 0.00043865972516165044 0 0 0.5568 463.450064334
Msd 150 100 0.951261833859283 0.0790953791724659 0 0 0.4424 3063.880414519
Nsd 150 100 0.9549208053691273 0.0758096619743597 0 0 0.4572 2249.370357123
Par 150 100 0.9987255611360506 0.0010840850859386221 0 0 0.44633333333333336 1152.824372772
Psis 150 100 0.999461416062936 0.00036344554145471494 0 0 0.5722 1186.746731207
Rgar112 150 100 0.9833959198186587 0.009206295455237903 0 0 0.15926666666666667 5538.134246164
Rgar75 150 100 0.8771550735588249 0.21041400412484737 0 0 0.1096 3503.543338871
Ware 150 100 0.9993922574336639 0.00036467198125225535 0 0 0.5572 17671.100533229
Wrcug 150 100 0.9888412462776123 0.09797571555592262 0 0 0.5247333333333334 11764.481696108
Wrcwg 150 100 0.9898098226587851 0.09628621945051062 0 0 0.5632666666666667 7027.941184992
Wrug 150 100 0.7643040135117115 0.2373383290191285 0 0 0.1006 7457.856910293
Wrwg 150 100 0.9978541268500828 0.001292356449421664 0 0 0.39913333333333334 4925.817947913
