Ham,351.042360317
H,567.033959456
Ine,690.912304414
Lsq,913.547443638
Par,2134.360045643
Psis,2338.123563373
Nsd,5380.467897155
Msd,7363.2532257
Rgar125,12083.049034218
Wrwg,16326.009788037
Rgar187,19204.082940699
Gar125,21874.965584121
Wrcwg,23797.240996263
Wrug,27750.937767004
Gar187,35201.868148119
Are,41425.352385716
Wrcug,43188.658961601
Ware,60395.141321132
Dware,73018.198508925
