Ham,0.0400982
H,0.0797199
Ine,0.0953897
Lsq,0.128736
Par,0.320229
Psis,0.329652
Nsd,0.624825
Msd,0.851078
Rgar75,0.973206
Wrwg,1.36828
Rgar112,1.53837
Gar75,1.73954
Wrcwg,1.95221
Wrug,2.07163
Gar112,2.84911
Are,3.00171
Wrcug,3.26791
Ware,4.90864
Dware,5.73885
Bers,327.409
