Are 500 100 0.760063054012216 0.041181278540599706 0 0 0.0077 320167.486782339
Dware 500 100 0.7936915709262837 0.02656019898516652 0 0 0.00612 579585.006791093
Gar375 500 100 0.7869471407485626 0.029143835470426177 0 0 0.00996 275053.553608575
H 500 100 0.8041948894195577 0.024209086397637365 0 0 0.00812 1995.728465952
Ham 500 100 0.334628640274561 0.20453921692751528 0 0 0.00276 1213.495138545
Ine 500 100 0.7851230009720037 0.03492956305628286 0 0 0.0063 2514.553739243
Lsq 500 100 0.8013248196992788 0.02540428108127357 0 0 0.00786 3287.031305246
Msd 500 100 0.39078783387133564 0.242015982436126 0 0 0.0027 22871.225382528
Nsd 500 100 0.38626044904179613 0.23500246096076133 0 0 0.0028 16727.497142261
Par 500 100 0.7438857057828233 0.16127797930354404 0 0 0.00586 7634.515854659
Psis 500 100 0.8031486945147773 0.02414810439642582 0 0 0.00732 8363.347270692
Ware 500 100 0.813296999747999 0.023333945064157917 0 0 0.00792 469238.238228904
Wrcug 500 100 0.7545795811983251 0.08052794217726646 0 0 0.0082 343022.646581006
Wrcwg 500 100 0.7803142082968333 0.13681025843652012 0 0 0.00762 164351.470459129
Wrug 500 100 0.2492850112200449 0.17566918610550747 0 0 0.00328 194440.289144784
Wrwg 500 100 0.7435467169068675 0.03669002849156555 0 0 0.00562 113087.788064943
