Ham,39.1551
H,59.1354
Ine,86.8603
Lsq,100.683
Psis,160.844
Rgar25,160.844
Par,266.406
Gar25,511.126
Nsd,753.335
Msd,1108.96
Wrwg,1226.77
Rgar50,1237.5
Gar50,1542.71
Wrcwg,1696.53
Wrug,1809.45
Rgar75,2036.47
Wrcug,2329.89
Gar75,2424.74
Are,2792.61
Ware,3345.41
Dware,3729.6
Ber,224133.344712182
