18 15 14 10 18 24 25 33 35 36 0 41 36 34 32 22 23 23 21 15 15 17 15 12 10 8 10 9 12 10 6 8 6 7 5 6 6 6 4 5 5 4 2 4 3 4 4 3 4 2 1 3 2 4 2 2 3 2 1 2 1 2 1 2 1 1 1 1 1 3 1 1 1 3 1 2 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17 16 13 11 17 23 24 29 31 36 41 0 38 40 34 33 29 23 24 20 22 22 17 18 13 13 18 14 17 13 12 11 10 11 11 13 9 10 8 9 5 9 11 8 10 5 7 6 7 7 5 3 4 4 5 4 6 6 4 4 6 3 1 3 3 2 4 3 4 3 2 2 3 3 3 1 2 1 1 2 1 2 2 2 1 1 1 1 1 0 2 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
15 15 14 6 15 22 21 28 33 26 36 38 0 43 27 33 31 29 25 18 20 22 19 16 17 14 14 12 14 13 13 11 11 9 8 8 12 6 9 9 7 7 7 4 5 4 3 3 6 5 6 4 5 5 4 5 3 5 4 3 1 2 2 4 3 3 2 1 2 3 3 5 3 4 3 4 3 2 2 2 1 0 1 1 2 2 1 1 2 3 0 1 1 1 0 0 0 0 2 0 0 2 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
14 15 11 7 15 20 22 22 26 28 34 40 43 0 40 41 42 33 27 25 29 22 16 16 20 14 16 13 12 15 8 9 10 9 12 9 8 6 7 9 8 5 4 6 7 4 5 4 2 5 3 3 3 1 1 3 2 2 2 2 3 4 1 2 2 1 2 2 0 2 1 0 1 1 1 2 1 1 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
16 11 11 8 16 22 21 20 29 23 32 34 27 40 0 44 39 37 33 30 25 22 26 24 22 19 21 20 15 15 12 13 13 14 9 11 12 10 11 9 8 8 12 8 7 8 10 7 8 8 6 5 8 7 6 7 6 5 5 3 5 3 3 1 3 4 4 2 3 1 3 5 2 3 2 3 1 1 3 1 2 1 2 2 3 1 3 1 0 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 2 1 1 0 1 1 1 1 1 0 2 1 0 1 1 1 1 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
14 14 12 8 17 22 20 17 22 22 22 33 33 41 44 0 41 38 31 25 30 22 19 22 19 13 12 9 12 14 12 9 12 9 11 9 9 8 9 8 8 7 7 4 9 6 7 6 3 7 5 5 6 5 3 4 4 4 3 3 5 5 4 4 2 1 3 3 3 4 1 1 3 2 3 2 2 1 2 3 3 2 1 0 1 1 0 1 0 1 2 1 1 1 2 1 1 1 0 1 1 0 0 0 0 0 0 0 1 2 0 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
16 14 8 6 14 18 19 16 21 24 23 29 31 42 39 41 0 46 38 33 39 30 29 28 27 24 25 18 20 18 16 15 14 21 15 14 16 13 8 12 7 8 11 2 6 7 7 4 6 5 6 7 6 3 5 4 3 5 3 3 4 3 2 1 5 2 1 0 3 2 4 2 2 1 1 1 1 0 2 2 2 1 1 2 0 0 0 0 0 0 0 0 1 1 0 1 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
14 11 9 7 13 25 18 22 22 20 23 23 29 33 37 38 46 0 45 33 31 31 33 22 20 15 13 16 15 17 9 14 11 8 10 11 11 5 7 5 7 5 5 4 4 4 4 4 2 2 3 3 4 3 4 3 4 1 2 3 3 3 1 2 1 2 1 1 1 1 0 2 0 1 3 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 0 0 1 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
12 12 5 6 12 19 17 18 18 22 21 24 25 27 33 31 38 45 0 44 43 36 26 28 25 22 20 20 19 15 16 14 12 13 13 10 11 10 10 8 8 9 8 7 8 7 8 8 4 6 4 7 3 6 4 4 4 2 3 4 3 4 2 4 2 4 3 3 2 3 0 2 3 2 1 3 0 1 0 2 3 1 2 0 1 0 1 1 0 1 1 0 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
12 11 6 6 10 19 16 15 16 17 15 20 18 25 30 25 33 33 44 0 52 39 39 31 37 29 32 31 27 19 23 20 21 17 16 16 16 15 13 9 7 14 9 7 6 7 7 4 3 8 5 8 5 5 4 4 5 6 4 5 1 4 2 3 3 2 1 0 5 2 2 2 2 2 1 1 4 0 0 1 1 2 2 0 2 2 1 1 1 0 1 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 3 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 11 5 7 12 17 13 14 14 14 15 22 20 29 25 30 39 31 43 52 0 39 38 31 28 30 25 25 23 18 17 17 18 16 15 17 12 13 12 12 9 9 8 8 10 6 10 8 5 7 8 5 8 8 4 5 4 4 4 5 7 6 3 4 3 3 4 3 4 4 3 3 3 3 4 4 3 3 4 4 3 2 3 4 2 2 2 1 3 3 2 1 2 2 2 2 2 3 4 1 2 1 1 2 1 1 3 1 1 2 1 1 2 2 0 0 2 0 1 1 1 2 0 0 0 1 0 1 0 0 2 1 0 1 1 0 1 0 1 1 0 0 1 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 12 8 5 12 17 19 12 18 16 17 22 22 22 22 22 30 31 36 39 39 0 42 36 40 36 36 32 33 22 26 23 19 14 22 17 18 18 11 16 11 11 11 12 9 9 9 7 9 7 7 5 3 8 5 4 2 2 4 2 2 4 4 3 3 2 4 2 4 3 1 2 2 2 2 1 1 3 1 1 2 3 3 2 2 1 1 2 1 2 0 0 2 0 0 2 1 0 1 1 0 0 2 0 2 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
11 10 5 4 12 15 13 15 15 11 15 17 19 16 26 19 29 33 26 39 38 42 0 41 37 36 31 31 28 23 22 21 22 22 21 14 16 11 16 13 11 12 8 7 10 6 8 7 5 6 6 7 4 7 6 2 4 6 4 5 3 4 4 3 2 1 2 2 2 2 2 1 1 0 0 1 1 1 0 4 1 0 0 2 2 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 9 4 5 10 14 14 12 15 13 12 18 16 16 24 22 28 22 28 31 31 36 41 0 53 43 41 42 32 29 30 24 20 20 26 23 20 17 17 11 14 15 12 9 14 12 8 12 8 11 8 10 9 7 8 7 7 5 5 6 4 6 3 6 2 3 5 2 3 4 5 4 4 4 4 3 3 3 2 3 1 2 2 2 3 4 2 3 2 4 1 2 1 3 1 3 1 1 3 1 2 1 1 2 1 1 1 1 0 2 1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 2 1 1 1 1 2 0 0 1 0 0 1 0 1 0 1 1 1 1 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
12 9 4 5 10 16 15 14 14 12 10 13 17 20 22 19 27 20 25 37 28 40 37 53 0 36 38 36 38 35 31 28 21 20 19 24 23 18 19 12 14 17 13 12 14 10 11 10 7 11 9 8 9 8 9 5 5 6 5 6 6 7 6 4 2 5 6 5 6 5 4 3 4 4 4 4 4 2 2 2 2 3 2 2 3 1 1 2 2 1 3 1 3 2 1 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 10 4 4 8 16 13 12 14 11 8 13 14 14 19 13 24 15 22 29 30 36 36 43 36 0 49 49 41 37 35 35 27 30 30 25 21 22 18 17 16 16 15 9 13 8 12 9 9 11 11 8 12 10 6 7 6 7 5 4 4 6 4 3 4 6 4 3 2 3 4 3 2 3 2 3 5 1 3 2 3 2 2 2 2 2 2 1 1 3 1 2 1 1 1 1 1 1 1 2 1 0 1 0 0 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8 11 6 3 9 14 11 10 13 12 10 18 14 16 21 12 25 13 20 32 25 36 31 41 38 49 0 51 39 41 36 32 30 31 32 31 31 23 22 23 20 19 21 17 18 13 17 14 10 15 10 12 12 13 11 9 9 9 11 6 4 6 5 9 6 7 7 7 6 6 7 7 6 4 4 4 3 5 3 4 3 4 3 2 5 1 2 4 1 5 2 2 4 3 1 2 3 0 3 3 2 2 1 1 1 2 1 0 1 1 0 1 1 0 0 1 1 1 0 1 1 2 0 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0 0 2 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
