0 26 23 24 24 15 16 20 15 17 18 17 15 14 16 14 16 14 12 12 10 10 11 10 12 10 8 9 6 7 9 11 9 10 7 9 11 8 8 8 7 9 8 5 6 5 5 5 5 5 7 4 5 4 5 4 3 4 4 3 4 5 4 4 4 4 4 2 3 3 3 2 1 3 3 5 3 5 3 3 4 2 3 2 1 2 2 2 4 2 0 1 1 2 2 1 1 0 1 0 2 0 1 0 1 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
26 0 17 20 16 14 16 17 14 16 15 16 15 15 11 14 14 11 12 11 11 12 10 9 9 10 11 11 10 8 11 7 9 9 9 8 7 9 10 8 7 9 6 7 7 7 6 5 5 6 5 7 4 5 4 5 6 5 4 6 3 4 4 6 3 4 3 4 4 3 3 4 2 4 3 3 3 4 3 3 3 2 3 3 2 4 3 2 2 3 2 3 3 2 2 2 2 2 3 3 2 0 2 1 2 2 3 0 1 0 2 1 1 1 1 1 2 2 1 1 1 1 0 1 2 0 0 1 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
23 17 0 33 24 16 16 12 14 13 14 13 14 11 11 12 8 9 5 6 5 8 5 4 4 4 6 3 4 3 3 3 2 3 2 2 3 3 2 3 1 3 3 2 3 1 2 2 1 2 2 0 2 2 1 1 1 0 1 1 1 1 0 2 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
24 20 33 0 27 18 14 14 12 14 10 11 6 7 8 8 6 7 6 6 7 5 4 5 5 4 3 4 4 3 3 3 3 3 3 3 3 3 3 4 2 3 4 3 3 3 3 2 3 2 2 3 2 3 2 2 2 3 2 3 1 2 3 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 1 1 2 1 1 2 2 2 2 2 2 1 2 1 2 1 2 1 1 2 1 2 2 1 2 2 2 1 1 1 2 1 1 1 1 0 1 2 0 1 1 1 0 0 1 1 2 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
24 16 24 27 0 25 28 21 20 19 18 17 15 15 16 17 14 13 12 10 12 12 12 10 10 8 9 12 11 11 8 10 9 9 10 10 9 9 8 7 8 8 8 8 7 8 7 8 8 7 6 6 5 8 4 6 7 6 4 6 4 8 6 7 3 5 5 4 5 5 5 5 5 4 4 5 4 4 4 4 3 4 4 4 4 4 2 4 3 3 3 2 3 1 2 3 2 1 2 2 1 1 3 1 2 1 2 3 2 3 2 3 2 2 1 1 3 2 1 2 1 2 0 2 2 1 1 3 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 2 0 2 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
15 14 16 18 25 0 38 35 29 30 24 23 22 20 22 22 18 25 19 19 17 17 15 14 16 16 14 15 15 14 11 13 11 11 15 11 10 11 9 10 10 8 9 7 10 5 7 5 7 6 5 7 5 4 8 4 6 4 6 5 5 3 4 4 4 3 4 4 4 3 4 3 4 4 3 3 3 3 3 2 3 4 3 3 5 3 2 3 3 3 3 3 2 1 2 2 1 2 3 4 1 1 2 1 2 1 2 2 1 3 1 2 1 1 1 2 2 1 1 0 1 2 1 2 2 0 1 2 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 1 2 0 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
16 16 16 14 28 38 0 36 33 32 25 24 21 22 21 20 19 18 17 16 13 19 13 14 15 13 11 9 9 14 10 9 9 7 8 9 7 6 7 5 7 3 6 5 5 3 4 5 3 5 2 4 2 3 0 2 2 3 2 2 1 2 1 2 1 0 2 2 2 2 0 0 0 0 1 1 0 2 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20 17 12 14 21 35 36 0 41 36 33 29 28 22 20 17 16 22 18 15 14 12 15 12 14 12 10 11 12 11 10 8 9 9 10 10 6 10 6 10 5 3 5 6 6 5 5 5 5 5 4 4 5 5 6 3 5 3 3 3 3 5 2 3 4 3 2 4 3 2 4 1 3 3 2 1 2 2 3 1 1 1 2 2 2 2 1 2 1 1 2 2 1 1 3 1 1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
15 14 14 12 20 29 33 41 0 45 35 31 33 26 29 22 21 22 18 16 14 18 15 15 14 14 13 9 12 10 11 7 8 8 7 8 9 6 7 8 6 9 6 5 5 4 6 4 4 4 5 4 5 5 5 3 4 4 1 4 3 2 5 2 2 1 1 2 2 2 1 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17 16 13 14 19 30 32 36 45 0 36 36 26 28 23 22 24 20 22 17 14 16 11 13 12 11 12 12 11 11 9 12 9 11 7 10 7 7 7 7 9 6 7 7 8 8 9 7 6 7 6 5 4 6 5 3 4 6 6 5 4 2 7 2 2 3 4 0 4 1 3 2 2 3 1 2 2 2 1 1 0 0 1 0 1 1 1 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
