Ham,373.834515141
H,589.176019323
Ine,708.412984434
Lsq,952.334159226
Par,2191.910858364
Psis,2404.902978442
Nsd,5552.572800372
Msd,7622.976604521
Rgar125,12748.02218823
Wrwg,16279.07866848
Rgar187,20286.367253719
Gar125,23400.106775607
Wrcwg,23763.760116284
Wrug,28199.551004386
Gar187,37536.035688126
Wrcug,44342.090747073
Are,44688.36026928
Ware,62153.568334502
Dware,77940.322170852
